DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1111/ele.13235,Y,0,0,0,0,0,1,Single,Freshwater,Broad,Broad,1,0,0,1,0,Single,0,0,1,1,Multiple,1,0
10.1002/ecm.1299,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/jbi.12707,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/jbi.12808,Y,1,0,0,0,0,0,Single,Terrestrial,Herps,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,1,Invasion
10.1007/s11284-010-0738-7,N,0,1,0,0,0,0,Single,Terrestrial,Insects,Tropical Agroecosystem,0,,,,,Multiple,,,,,Multiple,,
10.1146/annurev-environ-110615-085532,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.tpb.2003.12.004,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1002/ecy.1485,Y,0,0,1,0,0,0,Single,Freshwater,Broad,Lake,0,1,0,1,0,Multiple,0,0,1,1,Multiple,0,Invasion
10.3390/w11020222,Y,0,0,1,0,0,0,Single,Freshwater,Plankton,Reservoir,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1093/cz/zow115,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1654-1103.2012.01424.x,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Tropical Seasonal Forest,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1111/jvs.12256,Y,1,0,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1365-2435.2006.01148.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.15451/ec2017-07-6.11-1-6,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/oik.05398,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12536,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12681,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1007/s11829-016-9444-x,Y,0,1,1,0,0,0,Multiple,Terrestrial,Plants,Alpine,0,0,0,1,0,Single,0,0,1,0,Single,0,0
10.1111/j.1654-1103.2009.01160.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Urban ,0,1,0,1,0,Multiple,1,1,0,0,Multiple,0,Habitat Degredation
10.1111/1365-2435.12256,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2016.08.014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1304074110,Y,0,0,0,0,1,0,Single,Marine,Fish,Coral Reef,0,1,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1111/jbi.12574,Y,0,0,0,0,1,0,Single,Marine,Fish,Coral Reef,0,1,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1021/es505426z,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.3389/fmicb.2019.00169,Y,0,1,1,0,0,0,Multiple,Terrestrial,Other,Alpine,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1017/S0031182004005050,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,1,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1016/j.tree.2005.05.006,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.soilbio.2015.03.005,Y,0,1,0,0,1,0,Multiple,Terrestrial,Other,Grassland,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1007/s00227-016-2841-y,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/gcb.13736,Y,0,0,0,1,0,0,Single,Broad,Broad,Broad,0,1,0,1,1,Multiple,1,1,0,0,Multiple,0,Climate Change
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/mec.13746,Y,0,1,1,0,0,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1890/13-2261.1,Y,0,1,0,0,0,0,Single,Terrestrial,Multiple,Tropical Rainforest,0,1,0,0,0,Single,0,0,1,1,Multiple,0,0
10.1016/j.actao.2016.06.003,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Sand Dunes,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2656.12189,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/jmor.10081,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1467-7652.2011.00645.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ecs2.2324,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Tropical Rainforest,0,1,0,0,1,Multiple,0,0,1,0,Single,0,0
10.1093/sysbio/syw115,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.marenvres.2017.09.004,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,0,0,0,1,Single,0,Habitat Degredation
10.1007/s10531-014-0742-2,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Sand Dunes,1,1,0,1,0,Multiple,0,0,1,0,Single,0,Invasion
10.1556/168.2016.17.1.11,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,1,0,Multiple,1,1,1,0,Multiple,0,0
10.1111/1365-2435.13059,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Grassland,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1086/682369,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.0014-3820.2005.tb01015.x,Y,0,1,0,0,0,0,Single,Marine,Other,Coast,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1111/j.1095-8339.2005.00411.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12058,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1002/ecy.2079,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Glacial Outwash Plain,0,1,0,1,0,Multiple,1,1,1,0,Multiple,0,0
http://dx.doi.org/10.3389/fevo.2018.00131.s001,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.13100,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ecy.1711/suppinfo,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/zsc.12198,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/685894,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Tropical Rainforest,0,1,0,1,1,Multiple,0,0,1,0,Single,0,0
10.1016/j.ecss.2017.11.016,Y,0,0,1,0,0,0,Single,Marine,Other,,0,1,0,0,1,Multiple,0,0,0,1,Single,0,Invasion
10.1016/j.ecoleng.2014.11.057,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Roadcuts,0,1,0,0,0,Single,1,1,0,0,Multiple,0,Habitat Degredation
10.1111/ele.12305,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/ES12-00262.1,Y,0,0,0,1,0,0,Single,Terrestrial,Insects,Urban ,0,1,0,1,0,Multiple,1,1,0,0,Multiple,0,Habitat Degredation
10.1126/science.aac9323,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2745.2012.01965.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Rainforests,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/jvs.12033,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jbi.12284,Y,0,0,0,0,1,0,Single,Terrestrial,Other,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1002/aqc.1198,Y,0,0,0,0,1,0,Single,Freshwater,Fish,Lake,0,1,0,1,1,Multiple,0,0,1,0,Single,0,Invasion
10.7717/peerj.5459,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/08-1836.1,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0182826,Y,0,0,0,0,1,0,Single,Marine,Broad,Broad,0,0,0,1,0,Single,0,0,1,1,Multiple,0,Exploitation
unknown_14,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,Climate Change
10.1093/beheco/arv030,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1071/WR13041,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1177/1059712311426800,Y,0,0,1,0,0,0,Single,Terrestrial,Herps,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1098/rspb.2010.0501,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1186/1471-2148-13-277,Y,0,1,1,0,0,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1016/j.aquatox.2008.12.002,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0124618,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2017.2066,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/15-0288.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2010.0159,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12259,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12855,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_15,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Alpine,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/B978-0-12-396992-7.00004-6,Y,1,0,0,0,0,0,Single,Freshwater,Broad,Broad,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/j.1095-8312.2005.00426.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12391,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-017-4053-7,Y,0,0,0,0,1,0,Single,Terrestrial,Birds,Broad,1,0,0,1,1,Multiple,1,0,0,0,Single,0,Climate Change
10.1111/btp.12130,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.4439, N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2664.2012.02211.x,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Grassland,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1139/cjz-2017-0351,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12755,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/jpe/rtt075,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Subtropical Forest,0,1,0,0,0,Single,1,1,0,0,Multiple,0,0
10.1016/j.tree.2015.09.006,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,1,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1007/s00442-016-3631-4,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Broad,0,0,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1111/evo.12371,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10750-007-9086-1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1749-4877.12114,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ecog.02070, N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.13119,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1017/S0952836900001084,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.7717/peerj.2387,Y,0,1,0,0,0,0,Single,Marine,Fish,Broad,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2656.12471,Y,0,1,0,0,0,0,Single,Terrestrial,Fish,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1093/aob/mcp122,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12167,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-017-4041-y,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/jbi.12794,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tundra,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1111/j.1600-0706.2010.18411.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,1,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1371/journal.pone.0204365,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0107883,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1093/beheco/ars040,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1007/s00265-006-0160-x,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.scitotenv.2016.07.227,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,River,1,1,0,1,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.1002/eap.1530,Y,0,1,0,0,0,1,Multiple,Freshwater,Insects,Stream,1,1,1,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1890/13-0708.1,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,River,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/j.1365-3113.2004.00223.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0197877,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/avsc.12335,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10452-010-9339-3,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/06-1095.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12486,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/2410853,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ele.12576,Y,0,0,0,1,0,0,Single,Broad,Fish,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2435.12776,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12851,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/ele.12356,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_16,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Temperate Forest,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1111/gcb.12545,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,River,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/oik.04300,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Broad,0,1,0,1,0,Multiple,0,0,1,0,Single,0,0
10.1007/s00300-015-1872-z,Y,0,1,0,0,1,0,Multiple,Terrestrial,Broad,Polar,0,0,0,1,0,Single,1,0,1,1,Multiple,0,Climate Change
10.1371/journal.pone.0099753,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.13075,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2015.1498,Y,0,0,0,0,1,1,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1016/B978-0-12-420002-9.00002-0,Y,1,0,0,0,0,0,Single,Terrestrial,Broad,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1016/B978-0-12-396992-7.00001-0,Y,0,1,0,0,0,1,Multiple,Freshwater,Fish,River,0,1,0,0,1,Multiple,0,0,1,1,Multiple,0,0
10.1016/j.foreco.2018.04.032,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,broad,1,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1007/s00442-004-1770-5,Y,0,0,0,0,1,0,Single,Terrestrial,Birds,Temperate Forest,0,0,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1016/j.gecco.2016.01.004,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Broad,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,Habitat Degredation
10.1111/2041-210X.12364,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.2041-210X.2012.00196.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12918,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/plb.12605,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecss.2017.01.001,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2016.1646,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10682-005-2005-x,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,0,1,Multiple,0,0
10.1111/j.1365-2699.2012.02729.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0112843,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ecy.1990,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Seasonal Tropical Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1023/A:1007942804047,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s12152-010-9095-z,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s12080-014-0229-5,Y,0,0,0,0,0,1,Single,Marine,Fish,Broad,1,1,0,1,1,Multiple,0,0,1,1,Multiple,0,0
10.1016/j.ufug.2018.01.002,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Urban ,1,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.3389/fpls.2014.00348,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1006/jtbi.1997.0554,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.biosystems.2015.03.005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/3546168,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1302051110,Y,0,0,1,0,0,0,Single,Marine,Fish,Continental Shelf,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1111/1365-2656.12603,Y,0,1,0,0,1,1,Multiple,Freshwater,Fish,Lake,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1371/journal.pone.0137085,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jbi.12970,Y,0,1,0,0,0,0,Single,Terrestrial,Other,Alpine,0,0,0,1,0,Single,1,0,1,0,Multiple,0,Climate Change
10.1002/ece3.868,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/jpe/rtt064,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/oik.05650,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Alpine,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1016/j.jinsphys.2018.08.003,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2012.2131,Y,0,1,0,1,0,0,Multiple,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.funeco.2015.10.004,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1708873114,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12936,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1556/168.2018.19.2.9,Y,1,0,0,0,0,0,Single,Terrestrial,Mammals,Broad,0,1,0,1,1,Multiple,0,0,1,1,Multiple,0,0
10.1371/journal.pone.0114290,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate River,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1007/s13253-017-0304-7,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2656.2009.01523.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1023/A:1022417601010,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00360-013-0763-2,Y,0,0,1,0,0,0,Single,Terrestrial,Birds,Broad,1,0,1,0,0,Single,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2435.2008.01477.x,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/ele.12384,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1558-5646.2007.00158.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2016.05.136,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.5194/bg-14-3371-2017,Y,1,0,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,1,1,1,0,0,Multiple,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10750-015-2191-7,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,Lake,0,1,0,0,1,Multiple,1,0,1,1,Multiple,0,0
10.1007/s10750-018-3697-6,Y,0,1,0,0,0,0,Single,Freshwater,Other,Lake,0,1,0,0,1,Multiple,1,0,1,1,Multiple,0,0
10.1371/journal.pone.0193425,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0061866,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.3390/d2111158,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ppees.2017.07.002,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,1,Multiple,0,0
10.1111/gcb.13085,Y,0,1,0,0,0,0,Single,Freshwater,Plankton,Lake,0,1,0,1,0,Multiple,1,0,1,0,Multiple,1,Climate Change
10.1111/een.12374,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1007/s10641-018-0759-6,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,0,0,Single,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12889,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1600-0587.2013.00459.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12274,Y,0,0,0,0,0,1,Single,Marine,Fish,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,Exploitation
10.1111/jbi.12823,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Broad,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
unknown_17,Y,0,0,0,0,1,0,Single,Freshwater,Fish,River,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2745.12437,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ijpara.2009.07.012,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-294X.2011.05429.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10750-014-2089-9,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00244-010-9570-x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12610,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-004-1650-z,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Lake,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1080/17550874.2016.1211192,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Desert,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1002/ece3.3541,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Desert,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/mec.13287,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
