DOI,Trait
10.1016/j.limno.2015.10.005,total body mass
10.1016/j.limno.2015.10.005,total length
10.1016/j.marpolbul.2007.10.019,diet
10.1016/j.marpolbul.2007.10.019,habitat
10.1016/j.marpolbul.2007.10.019,life cycle length
10.1016/j.marpolbul.2007.10.019,tolerance to organic matter enrichment
10.1016/j.ncon.2016.09.006,diaspore size
10.1016/j.ncon.2016.09.006,LDMC
10.1016/j.ncon.2016.09.006,leaf area
10.1016/j.ncon.2016.09.006,leaf deciduousness
10.1016/j.ncon.2016.09.006,leaf form
10.1016/j.ncon.2016.09.006,leaf hairiness
10.1016/j.ncon.2016.09.006,leaf length
10.1016/j.ncon.2016.09.006,leaf N content
10.1016/j.ncon.2016.09.006,leaf width
10.1016/j.ncon.2016.09.006,max height
10.1016/j.ncon.2016.09.006,mean number of seeds per fruit
10.1016/j.ncon.2016.09.006,seed mass
10.1016/j.ncon.2016.09.006,SLA
10.1016/j.ncon.2016.09.006,wood density
10.1016/j.ncon.2016.09.006,zoochoric dispersal
10.1016/j.pedobi.2016.06.001,disturbance tolerance
10.1016/j.pocean.2013.10.010,body size
10.1016/j.pocean.2014.10.002,body depth at the level of the pectoral fin insertion
10.1016/j.pocean.2014.10.002,body shape
10.1016/j.pocean.2014.10.002,body standard length
10.1016/j.pocean.2014.10.002,caudal fin depth
10.1016/j.pocean.2014.10.002,caudal fin length
10.1016/j.pocean.2014.10.002,distance between the bottom of the head and the eye center along the head depth axis
10.1016/j.pocean.2014.10.002,distance between the insertion of pectoral fin and the bottom of the body
10.1016/j.pocean.2014.10.002,distance bottom of head-mouth
10.1016/j.pocean.2014.10.002,eye diameter
10.1016/j.pocean.2014.10.002,head depth along the vertical axis of the eye
10.1016/j.pocean.2014.10.002,longest body depth
10.1016/j.pocean.2014.10.002,mouth depth
10.1016/j.pocean.2014.10.002,mouth width
10.1016/j.pocean.2014.10.002,pigmentation on fish body
10.1016/j.pocean.2014.10.002,presence of barbel near mouth
10.1016/j.ppees.2016.09.006,leaf area
10.1016/j.ppees.2016.09.006,leaf area divided by dry mass
10.1016/j.ppees.2016.09.006,seed length
10.1016/j.ppees.2016.09.006,SLA
10.1016/j.ppees.2016.09.006,trunk max height
10.1016/j.ppees.2016.09.006,trunk slenderness
10.1016/j.ppees.2016.09.006,wood density
10.1016/j.ppees.2017.07.002,canopy height
10.1016/j.ppees.2017.07.002,clonal growth organs
10.1016/j.ppees.2017.07.002,lateral spread
10.1016/j.scitotenv.2016.04.004,dry mass per year of above ground biomass
10.1016/j.scitotenv.2016.04.004,SLA
10.1016/j.scitotenv.2016.04.193,pollution sensitivity
10.1016/j.scitotenv.2016.04.193,thermal tolerance
10.1016/j.scitotenv.2016.07.227,aquatic stages
10.1016/j.scitotenv.2016.07.227,diet
10.1016/j.scitotenv.2016.07.227,dissemination
10.1016/j.scitotenv.2016.07.227,feeding method
10.1016/j.scitotenv.2016.07.227,life cycle duration
10.1016/j.scitotenv.2016.07.227,locomotion
10.1016/j.scitotenv.2016.07.227,max body size
10.1016/j.scitotenv.2016.07.227,reproduction
10.1016/j.scitotenv.2016.07.227,resistance form
10.1016/j.scitotenv.2016.07.227,respiration
10.1016/j.scitotenv.2016.07.227,voltinism
10.1016/j.scitotenv.2018.09.256,stable isotopes
10.1016/j.seares.2013.05.004,age specific reproductive investment
10.1016/j.seares.2013.05.004,body lengths
10.1016/j.seares.2013.05.004,body mass
10.1016/j.seares.2013.05.004,egg size
10.1016/j.seares.2013.05.004,size specific reproductive investment
10.1016/j.soilbio.2014.04.002,body length
10.1016/j.soilbio.2014.04.002,body shape
10.1016/j.soilbio.2014.04.002,defense against predators
10.1016/j.soilbio.2014.04.002,locomotory organs
10.1016/j.soilbio.2014.04.002,protective features
10.1016/j.soilbio.2014.04.002,reproductive mode
10.1016/j.soilbio.2014.04.002,sense-related organs
10.1016/j.soilbio.2014.04.002,sensory organ
10.1016/j.soilbio.2015.03.005,body size
10.1016/j.soilbio.2015.03.005,trophic guild
10.1016/j.tree.2015.09.006,thermal tolerance
10.1016/j.ufug.2018.01.002,body size
10.1016/j.ufug.2018.01.002,disturbance sensitivity
10.1016/j.ufug.2018.01.002,habitat
10.1016/j.ufug.2018.01.002,humidity tolerance
10.1016/S0167-8809(01)00333-4,adult diet
10.1016/S0167-8809(01)00333-4,breeding season
10.1016/S0167-8809(01)00333-4,daily activity
10.1016/S0167-8809(01)00333-4,duration of life cycle
10.1016/S0167-8809(01)00333-4,emergence
10.1016/S0167-8809(01)00333-4,locomotion
10.1016/S0167-8809(01)00333-4,main activity season
10.1016/S0167-8809(01)00333-4,overwintering
10.1016/S0167-8809(01)00333-4,overwintering forms
10.1016/S0167-8809(01)00333-4,size
10.1016/S0167-8809(01)00333-4,wing morphology
10.1017/S0952836900001084,age at maturity
10.1017/S0952836900001084,body mass
10.1017/S0952836900001084,litter size
10.1017/S0952836900001084,pathogen community
10.1017/S0952836900001084,tail length
10.1017/S0952836900002016,clutch size
10.1017/S0952836900002016,egg volume
10.1017/S0952836900002016,mortality during egg stage
10.1017/S0952836900002016,pH tolerance
10.1017/S0952836900002016,salinity tolerane
10.1017/S0952836900002016,stage-based survival
10.1017/S0960258510000176,mean seed mass
10.1017/S0960258510000176,proportion of large-seeded annuals
10.1017/S0960258510000176,proportion of medium-seeded annuals
10.1017/S0960258510000176,proportion of small-seeded annuals
10.1017/S0960258510000176,SD of seed mass
10.1017/S0960258510000176,weighted mean seed mass
10.1038/ismej.2015.201,metabolic potential
10.1038/ismej.2017.183,dispersal ability
10.1038/ismej.2017.183,niche breadth
10.1038/s41598-017-00429-9,leaf C isotope ratio
10.1038/s41598-017-00429-9,phosphorus efficieincy
10.1038/s41598-017-00429-9,photosynthesis rate
10.1038/s41598-017-00429-9,photosynthetic nitrogen
10.1038/s41598-018-32078-x,clonal spreading ability
10.1038/s41598-018-32078-x,LDMC
10.1038/s41598-018-32078-x,leaf area
10.1038/s41598-018-32078-x,leaf dry-matter content
10.1038/s41598-018-32078-x,life form
10.1038/s41598-018-32078-x,plant height
10.1038/s41598-018-32078-x,SLA
10.1038/srep24110,area independent stomatal index
10.1038/srep24110,leaf area index
10.1038/srep24110,leaf mass/area
10.1038/srep24110,mass-based leaf N
10.1038/srep29414,body mass
10.1038/srep29414,specific growth rates
10.1038/srep35649,leaf mass fraction
10.1038/srep35649,SLA
10.1038/srep42007,habitat
10.1046/j.1365-2427.1997.00166.x,clinger
10.1046/j.1365-2427.1997.00166.x,flattened and with two or more life stages outside the stream
10.1046/j.1365-2427.1997.00166.x,habitat generalist
10.1046/j.1365-2427.1997.00166.x,high adult mobility
10.1046/j.1365-2427.1997.00166.x,small size
10.1046/j.1365-2427.1997.00166.x,streamlined and with two or more life stages outside the stream
10.1046/j.1365-2427.2000.00535.x,altitude
10.1046/j.1365-2427.2000.00535.x,aquatic stages
10.1046/j.1365-2427.2000.00535.x,biogeographic regions
10.1046/j.1365-2427.2000.00535.x,current velocity preference
10.1046/j.1365-2427.2000.00535.x,diet
10.1046/j.1365-2427.2000.00535.x,dispersal ability
10.1046/j.1365-2427.2000.00535.x,feeding method
10.1046/j.1365-2427.2000.00535.x,life cycle duration
10.1046/j.1365-2427.2000.00535.x,locomotion and substrate relation
10.1046/j.1365-2427.2000.00535.x,longitudinal distribution
10.1046/j.1365-2427.2000.00535.x,max body size
10.1046/j.1365-2427.2000.00535.x,pH tolerance
10.1046/j.1365-2427.2000.00535.x,potential number of reproduction cycles per year
10.1046/j.1365-2427.2000.00535.x,reproduction
10.1046/j.1365-2427.2000.00535.x,resistance form
10.1046/j.1365-2427.2000.00535.x,respiration
10.1046/j.1365-2427.2000.00535.x,salinity tolerance
10.1046/j.1365-2427.2000.00535.x,saprobity
10.1046/j.1365-2427.2000.00535.x,substrate preference
10.1046/j.1365-2427.2000.00535.x,thermal tolerance
10.1046/j.1365-2427.2000.00535.x,transversal distribution
10.1046/j.1365-2427.2000.00535.x,trophic guild
10.1046/j.1365-2435.2002.00664.x,bark thickness
10.1046/j.1365-2435.2002.00664.x,canopy arch
10.1046/j.1365-2435.2002.00664.x,dry matter content
10.1046/j.1365-2435.2002.00664.x,germination phenology
10.1046/j.1365-2435.2002.00664.x,germination tests
10.1046/j.1365-2435.2002.00664.x,growth form
10.1046/j.1365-2435.2002.00664.x,leaf life span
10.1046/j.1365-2435.2002.00664.x,leaf phenology
10.1046/j.1365-2435.2002.00664.x,life span
10.1046/j.1365-2435.2002.00664.x,mass of underground reserves
10.1046/j.1365-2435.2002.00664.x,maturation age
10.1046/j.1365-2435.2002.00664.x,N content
10.1046/j.1365-2435.2002.00664.x,natural 15N abundance
10.1046/j.1365-2435.2002.00664.x,period of photosynthetic activity
10.1046/j.1365-2435.2002.00664.x,photosynthetic pathway
10.1046/j.1365-2435.2002.00664.x,process of N capture
10.1046/j.1365-2435.2002.00664.x,rooting depth
10.1046/j.1365-2435.2002.00664.x,seed mass
10.1046/j.1365-2435.2002.00664.x,seed shape
10.1046/j.1365-2435.2002.00664.x,shoot height
10.1046/j.1365-2435.2002.00664.x,SLA
10.1046/j.1365-2435.2002.00664.x,specific root length
10.1046/j.1365-2656.2003.00727.x,growth rate
10.1046/j.1365-2656.2003.00727.x,mortality rate
10.1046/j.1439-0485.2000.00732.x,ecomorphology groups
10.1046/j.1523-1739.2002.02283.x,ambush predation
10.1046/j.1523-1739.2002.02283.x,climatic tolerance
10.1046/j.1523-1739.2002.02283.x,habitat use
10.1046/j.1523-1739.2002.02283.x,male combat
10.1046/j.1523-1739.2002.02283.x,mean clutch size
10.1046/j.1523-1739.2002.02283.x,reproductive mode
10.1046/j.1523-1739.2002.02283.x,sexual size dimorphism
10.1046/j.1523-1739.2002.02283.x,snout-vent length
10.1046/j.1523-1739.2002.02283.x,trophic guild
10.1051/alr:2005029,degree of crypticity
10.1051/alr:2005029,home range
10.1051/alr:2005029,major biotype
10.1051/alr:2005029,max adult size
10.1051/alr:2005029,nycthmeral behaviour
10.1051/alr:2005029,schooling behaviour
10.1051/kmae/2015033,stable isotopes
10.1073/pnas.1215513110,canopy water content
10.1073/pnas.1215513110,leaf carbon per mass
10.1073/pnas.1215513110,leaf N per mass
10.1073/pnas.1215513110,leaf water concentration
10.1073/pnas.1300643110,metabolic pathway
10.1073/pnas.1304074110,adult depth range
10.1073/pnas.1304074110,max body size
10.1073/pnas.1304074110,nocturnal activity
10.1073/pnas.1304074110,PLD
10.1073/pnas.1304074110,schooling behaviour
10.1073/pnas.1304074110,spawning mode
10.1073/pnas.1304074110,use of multiple habitat types
10.1073/pnas.1310700110,LDMC
10.1073/pnas.1310700110,leaf area
10.1073/pnas.1310700110,leaf C content
10.1073/pnas.1310700110,leaf C:N ratio
10.1073/pnas.1310700110,leaf thickness
10.1073/pnas.1310700110,mass-based leaf nitrogen content
10.1073/pnas.1310700110,mass based root nitrogen content
10.1073/pnas.1310700110,root C content
10.1073/pnas.1310700110,root C:N ratio
10.1073/pnas.1310700110,seed mass
10.1073/pnas.1310700110,SLA
10.1073/pnas.1310700110,specific root length
10.1073/pnas.1802091115,activity rate
10.1073/pnas.1802091115,arginine kinase activity
10.1073/pnas.1802091115,burst swimming speed
10.1073/pnas.1802091115,lactate dehydrogenaze activity
10.1080/13658816.2013.861465,hypoxic tolerance
10.1080/13658816.2013.861465,swimming speed
10.1080/17550874.2016.1211192,foliar C:N ratio
10.1080/17550874.2016.1211192,foliar C-13
10.1080/17550874.2016.1211192,LDMC
10.1080/17550874.2016.1211192,plant height
10.1080/17550874.2016.1211192,SLA
10.1080/17550874.2017.1345997,assimilating organ
10.1080/17550874.2017.1345997,av leaf C/N ratio
10.1080/17550874.2017.1345997,average specific leaf area
10.1080/17550874.2017.1345997,clonality
10.1080/17550874.2017.1345997,crown area
10.1080/17550874.2017.1345997,fruit dehiscence
10.1080/17550874.2017.1345997,growth form
10.1080/17550874.2017.1345997,height
10.1080/17550874.2017.1345997,leaf consistency
10.1080/17550874.2017.1345997,leaf life span
10.1080/17550874.2017.1345997,leaf margin
10.1080/17550874.2017.1345997,leaf size
10.1080/17550874.2017.1345997,leaf tomentosity
10.1080/17550874.2017.1345997,mean leaf C concentration
10.1080/17550874.2017.1345997,mean leaf C isotope ratio
10.1080/17550874.2017.1345997,mean leaf N conc
10.1080/17550874.2017.1345997,photosynthetic organ colour
10.1080/17550874.2017.1345997,pollination mode
10.1080/17550874.2017.1345997,post - fire seedling
10.1080/17550874.2017.1345997,raunkaar's Life form
10.1080/17550874.2017.1345997,re-sprouter
10.1080/17550874.2017.1345997,regeneration
10.1080/17550874.2017.1345997,seed weight
10.1080/17550874.2017.1345997,seeder
10.1080/17550874.2017.1345997,spinescence
10.1080/17550874.2017.1345997,trophic guild
10.1086/690764,cell size
10.1086/690764,investments in phototrophy
10.1086/690764,nutrient uptake rate
10.1086/690764,phagotrophy
10.1086/696978,feeding method
10.1086/701784,body shape
10.1093/aob/mcx222,SLA
10.1093/aob/mcy004,ploidy
10.1093/aob/mcy004,reproductive mode
10.1093/beheco/ars040,adult survival rate
10.1093/beheco/ars040,age at first reproduction
10.1093/beheco/ars040,annual fecundity
10.1093/beheco/ars040,body mass
10.1093/beheco/ars040,breeding range size
10.1093/beheco/ars040,duration of breeding season
10.1093/beheco/ars040,flight initiation distance
10.1093/beheco/ars040,habitat
10.1093/beheco/ars040,juvenile survival rate
10.1093/beheco/ars040,natal dispersal distance
10.1093/beheco/ars040,senescence
10.1093/beheco/arv115,leadership
10.1093/beheco/arv115,locomotor activity
10.1093/beheco/arv115,sociability
10.1093/biolinnean/blx159,body colour luminance
10.1093/biolinnean/blx159,body size
10.1093/ee/nvv183,adult body size
10.1093/ee/nvv183,larval diet
10.1093/ee/nvv183,wing marking
10.1093/jpe/rtt064,C content
10.1093/jpe/rtt064,C:N ratio
10.1093/jpe/rtt064,LDMC
10.1093/jpe/rtt064,N content
10.1093/jpe/rtt064,plant height
10.1093/jpe/rtt064,SLA
10.1093/jpe/rtt075,body size
10.1093/jpe/rtt075,max height
10.1093/jpe/rtt075,SLA
10.1093/jpe/rtt075,width
10.1098/rsos.140541,maximum projected tree crown area
10.1098/rsos.140541,thermal tolerance
10.1098/rspb.2000.1010,abundance
10.1098/rspb.2000.1010,competitive ability
10.1098/rspb.2000.1010,dispersal ability
10.1098/rspb.2000.1010,longevity
10.1098/rspb.2000.1010,nutrient level flowering period
10.1098/rspb.2000.1010,plant height
10.1098/rspb.2000.1010,seed bank
10.1098/rspb.2000.1010,seed weight
10.1098/rspb.2000.1010,vegetative reproduction
10.1098/rspb.2012.2131,body mass
10.1098/rspb.2012.2131,diet
10.1098/rspb.2012.2131,generation length
10.1098/rspb.2012.2131,habitat
10.1098/rspb.2012.2131,migratory behavior
10.1098/rspb.2012.2131,range size
10.1098/rspb.2012.2131,trophic guild
10.1098/rspb.2014.2102,fecundity
10.1098/rspb.2014.2102,fire response
10.1098/rspb.2014.2102,longevity
10.1098/rspb.2014.2102,plant height
10.1098/rspb.2014.2102,raunkiaer life form
10.1098/rspb.2014.2102,seed mass
10.1098/rspb.2014.2102,seedbank persistence
10.1098/rspb.2015.1498,stomatal density
10.1098/rspb.2016.1207,body mass
10.1098/rspb.2016.1207,diet
10.1098/rspb.2018.0621,body size
10.1098/rstb.2010.0130,body mass
10.1098/rstb.2010.0130,breeding habitat type
10.1098/rstb.2010.0130,flowering time shift
10.1098/rstb.2010.0130,flowering time tracking
10.1098/rstb.2010.0130,northern most breeding latitude
10.1098/rstb.2010.0130,overgrowth resistance
10.1098/rstb.2012.0246,body size
10.1111/1365-2435.12075,13C isotope ratio
10.1111/1365-2435.12075,colour
10.1111/1365-2435.12075,feeding method
10.1111/1365-2435.12075,head length
10.1111/1365-2435.12075,LDMC
10.1111/1365-2435.12075,onset of flowering
10.1111/1365-2435.12075,period of activity
10.1111/1365-2435.12075,relative eye length
10.1111/1365-2435.12075,relative leg length
10.1111/1365-2435.12075,SLA
10.1111/1365-2435.12075,succulence of leaves or step
10.1111/1365-2435.12112,body size
10.1111/1365-2435.12120,C:N ratio of the leaves
10.1111/1365-2435.12120,lateral spread
10.1111/1365-2435.12120,LDMC
10.1111/1365-2435.12120,leaf area
10.1111/1365-2435.12120,leaf N content
10.1111/1365-2435.12120,length
10.1111/1365-2435.12120,plant vegetative height
10.1111/1365-2435.12120,SLA
10.1111/1365-2435.12120,width
10.1111/1365-2435.12135,defense syndrome
10.1111/1365-2435.12176,LDMC
10.1111/1365-2435.12176,leaf area
10.1111/1365-2435.12176,leaf chlorophyll content
10.1111/1365-2435.12176,leaf thickness
10.1111/1365-2435.12176,life form
10.1111/1365-2435.12176,max height
10.1111/1365-2435.12176,seed dormancy
10.1111/1365-2435.12176,seed mass
10.1111/1365-2435.12176,SLA
10.1111/1365-2435.12176,stem specific resistance
10.1111/1365-2435.12444,stable isotopes
10.1111/1365-2435.12605,dispersal limitation
10.1111/1365-2435.12605,habitat
10.1111/1365-2435.12753,foraging specialization
10.1111/1365-2435.12753,proboscis length
10.1111/1365-2435.12784,ability to fix atmospheric nitrogen
10.1111/1365-2435.12784,accessory pigment composition
10.1111/1365-2435.12784,formation of chains
10.1111/1365-2435.12784,formation of colonies
10.1111/1365-2435.12784,mixotrophy
10.1111/1365-2435.12784,motility
10.1111/1365-2435.12784,size
10.1111/1365-2435.12784,use of silica in cell walls
10.1111/1365-2435.12786,body size
10.1111/1365-2435.12786,glossa length
10.1111/1365-2435.12786,relative forewing length
10.1111/1365-2435.12798,exposure tolerance
10.1111/1365-2435.12798,growth form
10.1111/1365-2435.12798,habitat
10.1111/1365-2435.12798,longevity
10.1111/1365-2435.12798,salinity tolerance
10.1111/1365-2435.12798,size
10.1111/1365-2435.12894,CSR strategy
10.1111/1365-2435.12894,stress tolerance
10.1111/1365-2435.12938,root concentrations of Al
10.1111/1365-2435.12938,root concentrations of C
10.1111/1365-2435.12938,root concentrations of Ca
10.1111/1365-2435.12938,root concentrations of Co
10.1111/1365-2435.12938,root concentrations of Cu
10.1111/1365-2435.12938,root concentrations of Fe
10.1111/1365-2435.12938,root concentrations of K
10.1111/1365-2435.12938,root concentrations of Mg
10.1111/1365-2435.12938,root concentrations of Mn
10.1111/1365-2435.12938,root concentrations of Na
10.1111/1365-2435.12938,root concentrations of Ni
10.1111/1365-2435.12938,root concentrations of S
10.1111/1365-2435.12938,root concentrations of Zn
10.1111/1365-2435.12938,root N concentration
10.1111/1365-2435.12938,root P concentration
10.1111/1365-2435.13007,amount of energy stocked in larval development
10.1111/1365-2435.13007,body size
10.1111/1365-2435.13007,rate of energy consumption after emergence
10.1111/1365-2435.13079,CO2 assimilation rate
10.1111/1365-2435.13079,leaf nutrient concentration
10.1111/1365-2435.13079,leaf turgor loss point
10.1111/1365-2435.13079,stem hydraulic conductivity
10.1111/1365-2435.13141,aquatic developmental stage
10.1111/1365-2435.13141,body form
10.1111/1365-2435.13141,cohort production interval
10.1111/1365-2435.13141,diet
10.1111/1365-2435.13141,dispersal method
10.1111/1365-2435.13141,feeding method
10.1111/1365-2435.13141,locomotion
10.1111/1365-2435.13141,max body size
